course,datetime,action,information,anoname,ip_address
CSAAA-2013J,2023 January 02 05:11,subpage,,Male#705379,X.Y.Z
CSBBB-2013B,2023 July 07 05:11,assessment,TMA,Female#1923618,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#628119,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,url,,Male#94961,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#2171627,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#152929,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Female#2197016,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Female#306897,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#321942,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#556865,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Male#149962,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2412002,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#231554,X.Y.Z
CSAAA-2013J,2023 June 23 05:11,assessment,TMA,Female#332789,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#563027,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#503491,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#432232,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Male#2149225,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#405088,X.Y.Z
CSAAA-2013J,2023 August 11 05:11,assessment,TMA,Male#1847830,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Male#541803,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#2457256,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#291334,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#365642,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,subpage,,Male#342514,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#321942,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#958987,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#324084,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#1976139,X.Y.Z
CSBBB-2013B,2023 July 13 05:11,assessment,TMA,Female#541697,X.Y.Z
CSAAA-2014J,2023 May 11 05:11,assessment,TMA,Male#58071,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Female#2364471,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#346025,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#1401935,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2617002,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Female#306897,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#525501,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2550279,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#556871,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#2594139,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#478317,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Female#2678643,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#588477,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,url,,Female#2643002,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#513733,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#1098728,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#241649,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#1970390,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Female#2613116,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#467292,X.Y.Z
CSAAA-2014J,2023 March 06 05:11,assessment,TMA,Male#2398313,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Male#226374,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#102806,X.Y.Z
CSAAA-2013J,2023 January 19 05:11,assessment,TMA,Male#1938355,X.Y.Z
CSAAA-2014J,2023 June 23 05:11,assessment,TMA,Male#527100,X.Y.Z
CSAAA-2013J,2023 August 16 05:11,assessment,TMA,Male#286488,X.Y.Z
CSBBB-2013B,2023 February 28 05:11,assessment,TMA,Female#536205,X.Y.Z
CSBBB-2013B,2023 March 11 05:11,assessment,TMA,Female#549568,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#401869,X.Y.Z
CSAAA-2014J,2023 March 03 05:11,assessment,TMA,Female#31600,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#238007,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Female#319047,X.Y.Z
CSBBB-2013B,2023 May 23 05:11,assessment,TMA,Male#1753965,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#760729,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#174782,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#525869,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#2278464,X.Y.Z
CSBBB-2013B,2023 March 01 05:11,assessment,TMA,Female#503390,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#316841,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#295754,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#585727,X.Y.Z
CSAAA-2013J,2023 May 05 05:11,assessment,TMA,Male#312782,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Female#2550279,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Male#200860,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#553800,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Male#263543,X.Y.Z
CSAAA-2013J,2023 January 09 05:17,registration,,Female#302302,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Male#2432551,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Male#2412002,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#543853,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Male#1640609,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,resource,,Male#307866,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Female#368194,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#437967,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#546052,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Male#647056,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#476457,X.Y.Z
CSAAA-2013J,2023 May 13 05:11,assessment,TMA,Female#1472925,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,url,,Male#321942,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,dataplus,,Male#101781,X.Y.Z
CSAAA-2013J,2023 March 04 05:11,assessment,TMA,Male#231554,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Male#1758449,X.Y.Z
CSBBB-2013B,2023 April 15 05:11,assessment,TMA,Female#1678401,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#172112,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Female#2182846,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#415969,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#971027,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#1521687,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#157568,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#418325,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#614741,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#687378,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#1970390,X.Y.Z
CSBBB-2013B,2023 March 03 05:11,assessment,TMA,Female#432232,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#1747892,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#175932,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Male#101781,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Female#905042,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#1860318,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#476297,X.Y.Z
CSBBB-2013B,2023 January 24 05:11,assessment,TMA,Female#548885,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#1640609,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#544103,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#279572,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#480507,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#1414443,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Female#183096,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#429958,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#2531031,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#531573,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Female#2062879,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#318933,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#2458355,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Male#2461190,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Male#2522312,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Female#2171627,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#2562034,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#1765788,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,dataplus,,Male#2641155,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Male#241649,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Female#2197016,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Female#119902,X.Y.Z
CSAAA-2014J,2023 June 02 05:11,assessment,TMA,Female#2540168,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#1765788,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#246834,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Male#516432,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Female#2586560,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Male#271251,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Male#376439,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Female#281636,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Male#548843,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,url,,Male#386952,X.Y.Z
CSBBB-2013B,2023 February 04 05:11,assessment,TMA,Female#52899,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,url,,Male#1640609,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#471525,X.Y.Z
CSBBB-2013B,2023 April 12 05:11,assessment,TMA,Male#482945,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#2268379,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#505606,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#2255601,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#401349,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Female#319047,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#704156,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#300398,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Male#2557283,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#978739,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#540780,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,resource,,Male#1465690,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#155984,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Male#518970,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#114999,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Female#2411661,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Female#258392,X.Y.Z
CSBBB-2013B,2023 July 25 05:11,assessment,TMA,Female#262741,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#415969,X.Y.Z
CSBBB-2013B,2023 June 14 05:11,assessment,TMA,Female#481580,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#704156,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#331358,X.Y.Z
CSBBB-2013B,2023 May 06 05:11,assessment,TMA,Female#559180,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Female#141355,X.Y.Z
CSAAA-2013J,2023 May 04 05:11,assessment,TMA,Male#339972,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#905042,X.Y.Z
CSAAA-2014J,2023 July 05 05:11,assessment,TMA,Male#418731,X.Y.Z
CSCCC-2014B,2023 January 09 05:18,registration,,Male#596731,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#588775,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#2557283,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#312537,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#181316,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#1401935,X.Y.Z
CSAAA-2014J,2023 March 11 05:11,assessment,TMA,Female#62487,X.Y.Z
CSBBB-2013B,2023 May 15 05:11,assessment,TMA,Male#480458,X.Y.Z
CSBBB-2013B,2023 July 05 05:11,assessment,TMA,Female#534373,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#77367,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#417978,X.Y.Z
CSBBB-2013B,2023 July 02 05:11,assessment,TMA,Female#550708,X.Y.Z
CSAAA-2014J,2023 March 04 05:11,assessment,TMA,Female#303521,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Female#70464,X.Y.Z
CSBBB-2013B,2023 June 01 05:11,assessment,TMA,Female#553716,X.Y.Z
CSCCC-2014B,2023 January 09 05:18,registration,,Male#569108,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#62155,X.Y.Z
CSAAA-2013J,2023 June 23 05:11,assessment,TMA,Male#268073,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#255998,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#1728437,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2231614,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#333323,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#205350,X.Y.Z
CSBBB-2013B,2023 April 23 05:11,assessment,TMA,Male#247267,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#2639641,X.Y.Z
CSBBB-2013B,2023 May 21 05:11,assessment,TMA,Female#510492,X.Y.Z
CSBBB-2013B,2023 June 27 05:11,assessment,TMA,Female#2097916,X.Y.Z
CSAAA-2013J,2023 May 05 05:11,assessment,TMA,Female#192183,X.Y.Z
CSBBB-2013B,2023 March 11 05:11,assessment,TMA,Female#470318,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#580389,X.Y.Z
CSAAA-2014J,2023 May 04 05:11,assessment,TMA,Male#2596621,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#470653,X.Y.Z
CSAAA-2014J,2023 March 29 05:11,assessment,TMA,Male#287210,X.Y.Z
CSBBB-2013B,2023 July 01 05:11,assessment,TMA,Female#505961,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Female#2367155,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#573108,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#552017,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#271251,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#52130,X.Y.Z
CSAAA-2014J,2023 June 23 05:11,assessment,TMA,Male#146503,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#536112,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#351290,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#2639641,X.Y.Z
CSBBB-2013B,2023 January 24 05:11,assessment,TMA,Female#437562,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#406416,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#109938,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Male#2649826,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Female#2555340,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#537704,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#2649826,X.Y.Z
CSBBB-2013B,2023 June 13 05:11,assessment,TMA,Female#554551,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#546609,X.Y.Z
CSBBB-2013B,2023 February 19 05:11,assessment,TMA,Female#120994,X.Y.Z
CSAAA-2013J,2023 February 05 05:11,assessment,TMA,Female#202635,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Male#38053,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#1465690,X.Y.Z
CSBBB-2013B,2023 February 27 05:11,assessment,TMA,Female#92274,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Female#721259,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Male#2677624,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Male#324002,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#360188,X.Y.Z
CSBBB-2013B,2023 January 08 05:11,assessment,CMA,Male#386348,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#2358056,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#279572,X.Y.Z
CSAAA-2014J,2023 May 13 05:11,assessment,TMA,Male#199897,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2080474,X.Y.Z
CSBBB-2013B,2023 April 09 05:11,assessment,TMA,Female#540826,X.Y.Z
CSAAA-2013J,2023 April 13 05:11,assessment,TMA,Male#368963,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#319047,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#681016,X.Y.Z
CSBBB-2013B,2023 June 24 05:11,assessment,TMA,Male#376617,X.Y.Z
CSAAA-2013J,2023 August 11 05:11,assessment,TMA,Female#2339528,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#559475,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Female#32885,X.Y.Z
CSBBB-2013B,2023 March 31 05:11,assessment,TMA,Female#445065,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#2641155,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#404804,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#547620,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Male#2236738,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#2645733,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Male#416314,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Female#287040,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#484933,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Male#561713,X.Y.Z
CSBBB-2013B,2023 July 13 05:11,assessment,TMA,Female#553487,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#2645733,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#246834,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Female#2412967,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#573790,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#2639641,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#354858,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#371679,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,resource,,Male#175392,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#475460,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Male#139033,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Male#290201,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Female#2529279,X.Y.Z
CSAAA-2013J,2023 March 04 05:11,assessment,TMA,Male#77367,X.Y.Z
CSBBB-2013B,2023 June 24 05:11,assessment,TMA,Female#535773,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Female#2578995,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#536050,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Male#1976139,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#478317,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#2279538,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#576203,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#248270,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#483064,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#570133,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Female#2639540,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#300398,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#2269480,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#541523,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#685079,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#183096,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#321942,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#541232,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#114999,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#342972,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#368824,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#116692,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#45462,X.Y.Z
CSBBB-2013B,2023 February 21 05:11,assessment,TMA,Female#559180,X.Y.Z
CSBBB-2013B,2023 July 11 05:11,assessment,TMA,Female#511306,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Male#444677,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#542291,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Female#62487,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Male#2412002,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#31014,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#1620151,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#541764,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#550400,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#295754,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Female#318933,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2678643,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Female#2339528,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Female#335764,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#2555340,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Female#174745,X.Y.Z
CSBBB-2013B,2023 April 17 05:11,assessment,TMA,Female#542260,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#307061,X.Y.Z
CSAAA-2014J,2023 August 07 05:11,assessment,TMA,Female#2522927,X.Y.Z
CSBBB-2013B,2023 January 20 05:11,assessment,TMA,Female#2635829,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,url,,Male#300398,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#200905,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,subpage,,Female#2613116,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#760729,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#550921,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#446296,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#978739,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#573519,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2342426,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Female#2643002,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#1729319,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Female#2011876,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Male#498543,X.Y.Z
CSAAA-2013J,2023 June 29 05:11,assessment,TMA,Female#376581,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#186149,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#106577,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#541232,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#205350,X.Y.Z
CSBBB-2013B,2023 July 05 05:11,assessment,TMA,Female#501879,X.Y.Z
CSBBB-2013B,2023 June 18 05:11,assessment,TMA,Female#557220,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#306466,X.Y.Z
